sample_id,image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,target_name,target
ID740402124__GDM_g,train/ID740402124.jpg,2015/9/30,Vic,Phalaris_Clover,0.76,8.0,GDM_g,58.2332
ID742198710__Dry_Clover_g,train/ID742198710.jpg,2015/5/18,Tas,Ryegrass,0.83,10.0,Dry_Clover_g,0.0
ID742198710__Dry_Dead_g,train/ID742198710.jpg,2015/5/18,Tas,Ryegrass,0.83,10.0,Dry_Dead_g,13.8443
ID742198710__Dry_Green_g,train/ID742198710.jpg,2015/5/18,Tas,Ryegrass,0.83,10.0,Dry_Green_g,40.1485
ID742198710__Dry_Total_g,train/ID742198710.jpg,2015/5/18,Tas,Ryegrass,0.83,10.0,Dry_Total_g,53.9928
ID742198710__GDM_g,train/ID742198710.jpg,2015/5/18,Tas,Ryegrass,0.83,10.0,GDM_g,40.1485
ID743847993__Dry_Clover_g,train/ID743847993.jpg,2015/6/30,Vic,Phalaris_Clover,0.81,4.6,Dry_Clover_g,0.0
ID743847993__Dry_Dead_g,train/ID743847993.jpg,2015/6/30,Vic,Phalaris_Clover,0.81,4.6,Dry_Dead_g,17.6378
ID743847993__Dry_Green_g,train/ID743847993.jpg,2015/6/30,Vic,Phalaris_Clover,0.81,4.6,Dry_Green_g,32.5622
ID743847993__Dry_Total_g,train/ID743847993.jpg,2015/6/30,Vic,Phalaris_Clover,0.81,4.6,Dry_Total_g,50.2
ID743847993__GDM_g,train/ID743847993.jpg,2015/6/30,Vic,Phalaris_Clover,0.81,4.6,GDM_g,32.5622
ID746335827__Dry_Clover_g,train/ID746335827.jpg,2015/10/6,NSW,Fescue,0.75,24.3333,Dry_Clover_g,0.0
ID746335827__Dry_Dead_g,train/ID746335827.jpg,2015/10/6,NSW,Fescue,0.75,24.3333,Dry_Dead_g,53.2603
ID746335827__Dry_Green_g,train/ID746335827.jpg,2015/10/6,NSW,Fescue,0.75,24.3333,Dry_Green_g,112.8397
ID746335827__Dry_Total_g,train/ID746335827.jpg,2015/10/6,NSW,Fescue,0.75,24.3333,Dry_Total_g,166.1
ID746335827__GDM_g,train/ID746335827.jpg,2015/10/6,NSW,Fescue,0.75,24.3333,GDM_g,112.8397
ID748979397__Dry_Clover_g,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,Dry_Clover_g,43.2687
ID748979397__Dry_Dead_g,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,Dry_Dead_g,18.1125
ID748979397__Dry_Green_g,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,Dry_Green_g,0.0
ID748979397__Dry_Total_g,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,Dry_Total_g,61.3813
ID748979397__GDM_g,train/ID748979397.jpg,2015/11/9,Tas,Clover,0.77,3.8333,GDM_g,43.2687
ID750820644__Dry_Clover_g,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Clover_g,0.0
ID750820644__Dry_Dead_g,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Dead_g,38.9588
ID750820644__Dry_Green_g,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Green_g,28.2559
ID750820644__Dry_Total_g,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,Dry_Total_g,67.2147
ID750820644__GDM_g,train/ID750820644.jpg,2015/5/18,Tas,Ryegrass,0.74,5.0,GDM_g,28.2558
ID751517087__Dry_Clover_g,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,Dry_Clover_g,16.73
ID751517087__Dry_Dead_g,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,Dry_Dead_g,11.95
ID751517087__Dry_Green_g,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,Dry_Green_g,43.02
ID751517087__Dry_Total_g,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,Dry_Total_g,71.7
ID751517087__GDM_g,train/ID751517087.jpg,2015/8/18,Vic,Phalaris_Clover,0.86,5.2,GDM_g,59.75
ID753699705__Dry_Clover_g,train/ID753699705.jpg,2015/2/24,NSW,Ryegrass,0.74,13.0,Dry_Clover_g,0.0
ID753699705__Dry_Dead_g,train/ID753699705.jpg,2015/2/24,NSW,Ryegrass,0.74,13.0,Dry_Dead_g,8.1541
ID753699705__Dry_Green_g,train/ID753699705.jpg,2015/2/24,NSW,Ryegrass,0.74,13.0,Dry_Green_g,72.6459
ID753699705__Dry_Total_g,train/ID753699705.jpg,2015/2/24,NSW,Ryegrass,0.74,13.0,Dry_Total_g,80.8
ID753699705__GDM_g,train/ID753699705.jpg,2015/2/24,NSW,Ryegrass,0.74,13.0,GDM_g,72.6459
ID755710743__Dry_Clover_g,train/ID755710743.jpg,2015/9/11,Tas,Ryegrass,0.67,2.0,Dry_Clover_g,2.1841
ID755710743__Dry_Dead_g,train/ID755710743.jpg,2015/9/11,Tas,Ryegrass,0.67,2.0,Dry_Dead_g,8.2099
ID755710743__Dry_Green_g,train/ID755710743.jpg,2015/9/11,Tas,Ryegrass,0.67,2.0,Dry_Green_g,8.4829
ID755710743__Dry_Total_g,train/ID755710743.jpg,2015/9/11,Tas,Ryegrass,0.67,2.0,Dry_Total_g,18.877
ID755710743__GDM_g,train/ID755710743.jpg,2015/9/11,Tas,Ryegrass,0.67,2.0,GDM_g,10.667
ID761508093__Dry_Clover_g,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,Dry_Clover_g,0.0
ID761508093__Dry_Dead_g,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,Dry_Dead_g,30.8
ID761508093__Dry_Green_g,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,Dry_Green_g,20.5333
ID761508093__Dry_Total_g,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,Dry_Total_g,51.3333
ID761508093__GDM_g,train/ID761508093.jpg,2015/6/26,Vic,Mixed,0.66,4.0,GDM_g,20.5333
ID779628955__Dry_Clover_g,train/ID779628955.jpg,2015/9/1,WA,SubcloverLosa,0.79,1.0,Dry_Clover_g,47.32
ID779628955__Dry_Dead_g,train/ID779628955.jpg,2015/9/1,WA,SubcloverLosa,0.79,1.0,Dry_Dead_g,0.0
ID779628955__Dry_Green_g,train/ID779628955.jpg,2015/9/1,WA,SubcloverLosa,0.79,1.0,Dry_Green_g,0.0
ID779628955__Dry_Total_g,train/ID779628955.jpg,2015/9/1,WA,SubcloverLosa,0.79,1.0,Dry_Total_g,47.32
ID779628955__GDM_g,train/ID779628955.jpg,2015/9/1,WA,SubcloverLosa,0.79,1.0,GDM_g,47.32
ID7850481__Dry_Clover_g,train/ID7850481.jpg,2015/9/1,WA,SubcloverLosa,0.69,1.0,Dry_Clover_g,19.57
ID7850481__Dry_Dead_g,train/ID7850481.jpg,2015/9/1,WA,SubcloverLosa,0.69,1.0,Dry_Dead_g,0.0
ID7850481__Dry_Green_g,train/ID7850481.jpg,2015/9/1,WA,SubcloverLosa,0.69,1.0,Dry_Green_g,0.0
ID7850481__Dry_Total_g,train/ID7850481.jpg,2015/9/1,WA,SubcloverLosa,0.69,1.0,Dry_Total_g,19.57
ID7850481__GDM_g,train/ID7850481.jpg,2015/9/1,WA,SubcloverLosa,0.69,1.0,GDM_g,19.57
ID786365141__Dry_Clover_g,train/ID786365141.jpg,2015/5/18,Tas,Ryegrass,0.41,3.0,Dry_Clover_g,0.0
ID786365141__Dry_Dead_g,train/ID786365141.jpg,2015/5/18,Tas,Ryegrass,0.41,3.0,Dry_Dead_g,3.3
ID786365141__Dry_Green_g,train/ID786365141.jpg,2015/5/18,Tas,Ryegrass,0.41,3.0,Dry_Green_g,6.8
ID786365141__Dry_Total_g,train/ID786365141.jpg,2015/5/18,Tas,Ryegrass,0.41,3.0,Dry_Total_g,10.1
ID786365141__GDM_g,train/ID786365141.jpg,2015/5/18,Tas,Ryegrass,0.41,3.0,GDM_g,6.8
ID789169173__Dry_Clover_g,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,Dry_Clover_g,0.0
ID789169173__Dry_Dead_g,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,Dry_Dead_g,1.2264
ID789169173__Dry_Green_g,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,Dry_Green_g,77.8736
ID789169173__Dry_Total_g,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,Dry_Total_g,79.1
ID789169173__GDM_g,train/ID789169173.jpg,2015/4/1,NSW,Lucerne,0.86,37.0,GDM_g,77.8736
ID793526563__Dry_Clover_g,train/ID793526563.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,18.0,Dry_Clover_g,16.7414
ID793526563__Dry_Dead_g,train/ID793526563.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,18.0,Dry_Dead_g,4.5597
ID793526563__Dry_Green_g,train/ID793526563.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,18.0,Dry_Green_g,86.0889
ID793526563__Dry_Total_g,train/ID793526563.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,18.0,Dry_Total_g,107.39
ID793526563__GDM_g,train/ID793526563.jpg,2015/9/29,Vic,Ryegrass_Clover,0.82,18.0,GDM_g,102.8303
ID797502182__Dry_Clover_g,train/ID797502182.jpg,2015/7/1,Tas,Ryegrass,0.43,3.0,Dry_Clover_g,0.0
ID797502182__Dry_Dead_g,train/ID797502182.jpg,2015/7/1,Tas,Ryegrass,0.43,3.0,Dry_Dead_g,12.6079
ID797502182__Dry_Green_g,train/ID797502182.jpg,2015/7/1,Tas,Ryegrass,0.43,3.0,Dry_Green_g,6.9746
ID797502182__Dry_Total_g,train/ID797502182.jpg,2015/7/1,Tas,Ryegrass,0.43,3.0,Dry_Total_g,19.5825
ID797502182__GDM_g,train/ID797502182.jpg,2015/7/1,Tas,Ryegrass,0.43,3.0,GDM_g,6.9746
ID799079114__Dry_Clover_g,train/ID799079114.jpg,2015/7/1,Tas,Ryegrass,0.53,4.0,Dry_Clover_g,0.0
ID799079114__Dry_Dead_g,train/ID799079114.jpg,2015/7/1,Tas,Ryegrass,0.53,4.0,Dry_Dead_g,19.7501
ID799079114__Dry_Green_g,train/ID799079114.jpg,2015/7/1,Tas,Ryegrass,0.53,4.0,Dry_Green_g,8.0022
ID799079114__Dry_Total_g,train/ID799079114.jpg,2015/7/1,Tas,Ryegrass,0.53,4.0,Dry_Total_g,27.7523
ID799079114__GDM_g,train/ID799079114.jpg,2015/7/1,Tas,Ryegrass,0.53,4.0,GDM_g,8.0022
ID802547515__Dry_Clover_g,train/ID802547515.jpg,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,Dry_Clover_g,0.7525
ID802547515__Dry_Dead_g,train/ID802547515.jpg,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,Dry_Dead_g,14.5984
ID802547515__Dry_Green_g,train/ID802547515.jpg,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,Dry_Green_g,18.9629
ID802547515__Dry_Total_g,train/ID802547515.jpg,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,Dry_Total_g,34.3138
ID802547515__GDM_g,train/ID802547515.jpg,2015/5/19,Tas,Ryegrass_Clover,0.74,4.0,GDM_g,19.7154
ID803479541__Dry_Clover_g,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,Dry_Clover_g,1.0483
ID803479541__Dry_Dead_g,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,Dry_Dead_g,22.5374
ID803479541__Dry_Green_g,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,Dry_Green_g,16.2479
ID803479541__Dry_Total_g,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,Dry_Total_g,39.8335
ID803479541__GDM_g,train/ID803479541.jpg,2015/6/26,Tas,Ryegrass_Clover,0.55,2.0,GDM_g,17.2961
ID808079729__Dry_Clover_g,train/ID808079729.jpg,2015/9/3,Tas,Ryegrass_Clover,0.77,2.8333,Dry_Clover_g,5.6976
ID808079729__Dry_Dead_g,train/ID808079729.jpg,2015/9/3,Tas,Ryegrass_Clover,0.77,2.8333,Dry_Dead_g,8.5464
ID808079729__Dry_Green_g,train/ID808079729.jpg,2015/9/3,Tas,Ryegrass_Clover,0.77,2.8333,Dry_Green_g,22.1574
ID808079729__Dry_Total_g,train/ID808079729.jpg,2015/9/3,Tas,Ryegrass_Clover,0.77,2.8333,Dry_Total_g,36.4014
ID808079729__GDM_g,train/ID808079729.jpg,2015/9/3,Tas,Ryegrass_Clover,0.77,2.8333,GDM_g,27.855
ID808093827__Dry_Clover_g,train/ID808093827.jpg,2015/11/10,Tas,Ryegrass_Clover,0.9,4.3333,Dry_Clover_g,19.6769
ID808093827__Dry_Dead_g,train/ID808093827.jpg,2015/11/10,Tas,Ryegrass_Clover,0.9,4.3333,Dry_Dead_g,6.4251
ID808093827__Dry_Green_g,train/ID808093827.jpg,2015/11/10,Tas,Ryegrass_Clover,0.9,4.3333,Dry_Green_g,25.2988
ID808093827__Dry_Total_g,train/ID808093827.jpg,2015/11/10,Tas,Ryegrass_Clover,0.9,4.3333,Dry_Total_g,51.4008
ID808093827__GDM_g,train/ID808093827.jpg,2015/11/10,Tas,Ryegrass_Clover,0.9,4.3333,GDM_g,44.9757
ID8209776__Dry_Clover_g,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,Dry_Clover_g,9.9586
ID8209776__Dry_Dead_g,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,Dry_Dead_g,14.108
ID8209776__Dry_Green_g,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,Dry_Green_g,12.0333
ID8209776__Dry_Total_g,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,Dry_Total_g,36.1
ID8209776__GDM_g,train/ID8209776.jpg,2015/6/26,Vic,Phalaris_Ryegrass_Clover,0.8,3.0,GDM_g,21.992
ID828217731__Dry_Clover_g,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,Dry_Clover_g,0.7978
ID828217731__Dry_Dead_g,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,Dry_Dead_g,8.7753
ID828217731__Dry_Green_g,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,Dry_Green_g,4.7865
ID828217731__Dry_Total_g,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,Dry_Total_g,14.3596
ID828217731__GDM_g,train/ID828217731.jpg,2015/6/26,Vic,Ryegrass,0.69,3.5,GDM_g,5.5843
ID839432753__Dry_Clover_g,train/ID839432753.jpg,2015/9/4,Tas,Clover,0.77,3.6667,Dry_Clover_g,24.7968
ID839432753__Dry_Dead_g,train/ID839432753.jpg,2015/9/4,Tas,Clover,0.77,3.6667,Dry_Dead_g,2.7552
ID839432753__Dry_Green_g,train/ID839432753.jpg,2015/9/4,Tas,Clover,0.77,3.6667,Dry_Green_g,2.4108
ID839432753__Dry_Total_g,train/ID839432753.jpg,2015/9/4,Tas,Clover,0.77,3.6667,Dry_Total_g,29.9628
ID839432753__GDM_g,train/ID839432753.jpg,2015/9/4,Tas,Clover,0.77,3.6667,GDM_g,27.2076
ID846154859__Dry_Clover_g,train/ID846154859.jpg,2015/9/4,Tas,Clover,0.62,2.8333,Dry_Clover_g,16.5413
ID846154859__Dry_Dead_g,train/ID846154859.jpg,2015/9/4,Tas,Clover,0.62,2.8333,Dry_Dead_g,7.8112
ID846154859__Dry_Green_g,train/ID846154859.jpg,2015/9/4,Tas,Clover,0.62,2.8333,Dry_Green_g,0.919
ID846154859__Dry_Total_g,train/ID846154859.jpg,2015/9/4,Tas,Clover,0.62,2.8333,Dry_Total_g,25.2715
ID846154859__GDM_g,train/ID846154859.jpg,2015/9/4,Tas,Clover,0.62,2.8333,GDM_g,17.4603
ID846984946__Dry_Clover_g,train/ID846984946.jpg,2015/11/9,Tas,Ryegrass_Clover,0.3,1.1667,Dry_Clover_g,8.4
ID846984946__Dry_Dead_g,train/ID846984946.jpg,2015/11/9,Tas,Ryegrass_Clover,0.3,1.1667,Dry_Dead_g,8.0
ID846984946__Dry_Green_g,train/ID846984946.jpg,2015/11/9,Tas,Ryegrass_Clover,0.3,1.1667,Dry_Green_g,0.6
ID846984946__Dry_Total_g,train/ID846984946.jpg,2015/11/9,Tas,Ryegrass_Clover,0.3,1.1667,Dry_Total_g,17.0
ID846984946__GDM_g,train/ID846984946.jpg,2015/11/9,Tas,Ryegrass_Clover,0.3,1.1667,GDM_g,9.0
ID853954911__Dry_Clover_g,train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,Dry_Clover_g,0.0
ID853954911__Dry_Dead_g,train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,Dry_Dead_g,26.0
ID853954911__Dry_Green_g,train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,Dry_Green_g,23.0
ID853954911__Dry_Total_g,train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,Dry_Total_g,49.0
ID853954911__GDM_g,train/ID853954911.jpg,2015/6/26,Vic,Ryegrass,0.85,6.0,GDM_g,23.0
ID866684633__Dry_Clover_g,train/ID866684633.jpg,2015/7/8,WA,Clover,0.59,1.0,Dry_Clover_g,25.4228
ID866684633__Dry_Dead_g,train/ID866684633.jpg,2015/7/8,WA,Clover,0.59,1.0,Dry_Dead_g,0.0
ID866684633__Dry_Green_g,train/ID866684633.jpg,2015/7/8,WA,Clover,0.59,1.0,Dry_Green_g,6.4772
ID866684633__Dry_Total_g,train/ID866684633.jpg,2015/7/8,WA,Clover,0.59,1.0,Dry_Total_g,31.9
ID866684633__GDM_g,train/ID866684633.jpg,2015/7/8,WA,Clover,0.59,1.0,GDM_g,31.9
ID871463897__Dry_Clover_g,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,Dry_Clover_g,10.0981
ID871463897__Dry_Dead_g,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,Dry_Dead_g,19.3547
ID871463897__Dry_Green_g,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,Dry_Green_g,59.7472
ID871463897__Dry_Total_g,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,Dry_Total_g,89.2
ID871463897__GDM_g,train/ID871463897.jpg,2015/1/15,NSW,Fescue_CrumbWeed,0.79,12.0,GDM_g,69.8453
ID875119737__Dry_Clover_g,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Clover_g,5.8
ID875119737__Dry_Dead_g,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Dead_g,5.8
ID875119737__Dry_Green_g,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Green_g,23.2
ID875119737__Dry_Total_g,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,Dry_Total_g,34.8
ID875119737__GDM_g,train/ID875119737.jpg,2015/8/14,Vic,Ryegrass_Clover,0.72,4.0,GDM_g,29.0
ID885388135__Dry_Clover_g,train/ID885388135.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,4.0,Dry_Clover_g,1.4353
ID885388135__Dry_Dead_g,train/ID885388135.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,4.0,Dry_Dead_g,4.3059
ID885388135__Dry_Green_g,train/ID885388135.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,4.0,Dry_Green_g,18.6588
ID885388135__Dry_Total_g,train/ID885388135.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,4.0,Dry_Total_g,24.4
ID885388135__GDM_g,train/ID885388135.jpg,2015/7/2,Vic,Ryegrass_Clover,0.7,4.0,GDM_g,20.0941
ID896386823__Dry_Clover_g,train/ID896386823.jpg,2015/9/11,Tas,Ryegrass,0.64,3.6667,Dry_Clover_g,2.0794
ID896386823__Dry_Dead_g,train/ID896386823.jpg,2015/9/11,Tas,Ryegrass,0.64,3.6667,Dry_Dead_g,19.7543
ID896386823__Dry_Green_g,train/ID896386823.jpg,2015/9/11,Tas,Ryegrass,0.64,3.6667,Dry_Green_g,12.9541
ID896386823__Dry_Total_g,train/ID896386823.jpg,2015/9/11,Tas,Ryegrass,0.64,3.6667,Dry_Total_g,34.7878
ID896386823__GDM_g,train/ID896386823.jpg,2015/9/11,Tas,Ryegrass,0.64,3.6667,GDM_g,15.0335
ID900012207__Dry_Clover_g,train/ID900012207.jpg,2015/2/24,NSW,Ryegrass,0.58,11.0,Dry_Clover_g,0.0
ID900012207__Dry_Dead_g,train/ID900012207.jpg,2015/2/24,NSW,Ryegrass,0.58,11.0,Dry_Dead_g,28.0478
ID900012207__Dry_Green_g,train/ID900012207.jpg,2015/2/24,NSW,Ryegrass,0.58,11.0,Dry_Green_g,36.7522
ID900012207__Dry_Total_g,train/ID900012207.jpg,2015/2/24,NSW,Ryegrass,0.58,11.0,Dry_Total_g,64.8
ID900012207__GDM_g,train/ID900012207.jpg,2015/2/24,NSW,Ryegrass,0.58,11.0,GDM_g,36.7522
ID905397692__Dry_Clover_g,train/ID905397692.jpg,2015/9/30,Vic,Phalaris_Clover,0.84,13.0,Dry_Clover_g,30.9177
ID905397692__Dry_Dead_g,train/ID905397692.jpg,2015/9/30,Vic,Phalaris_Clover,0.84,13.0,Dry_Dead_g,6.1407
ID905397692__Dry_Green_g,train/ID905397692.jpg,2015/9/30,Vic,Phalaris_Clover,0.84,13.0,Dry_Green_g,36.2016
ID905397692__Dry_Total_g,train/ID905397692.jpg,2015/9/30,Vic,Phalaris_Clover,0.84,13.0,Dry_Total_g,73.26
ID905397692__GDM_g,train/ID905397692.jpg,2015/9/30,Vic,Phalaris_Clover,0.84,13.0,GDM_g,67.1193
ID908524512__Dry_Clover_g,train/ID908524512.jpg,2015/11/10,Tas,Ryegrass_Clover,0.78,3.1667,Dry_Clover_g,11.3043
ID908524512__Dry_Dead_g,train/ID908524512.jpg,2015/11/10,Tas,Ryegrass_Clover,0.78,3.1667,Dry_Dead_g,4.2957
ID908524512__Dry_Green_g,train/ID908524512.jpg,2015/11/10,Tas,Ryegrass_Clover,0.78,3.1667,Dry_Green_g,17.4087
ID908524512__Dry_Total_g,train/ID908524512.jpg,2015/11/10,Tas,Ryegrass_Clover,0.78,3.1667,Dry_Total_g,33.0087
ID908524512__GDM_g,train/ID908524512.jpg,2015/11/10,Tas,Ryegrass_Clover,0.78,3.1667,GDM_g,28.713
ID914754166__Dry_Clover_g,train/ID914754166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,Dry_Clover_g,5.4849
ID914754166__Dry_Dead_g,train/ID914754166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,Dry_Dead_g,14.6759
ID914754166__Dry_Green_g,train/ID914754166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,Dry_Green_g,9.3392
ID914754166__Dry_Total_g,train/ID914754166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,Dry_Total_g,29.5
ID914754166__GDM_g,train/ID914754166.jpg,2015/10/13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.37,2.5,GDM_g,14.8241
ID930534670__Dry_Clover_g,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,Dry_Clover_g,1.7333
ID930534670__Dry_Dead_g,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,Dry_Dead_g,10.5572
ID930534670__Dry_Green_g,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,Dry_Green_g,20.3265
ID930534670__Dry_Total_g,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,Dry_Total_g,32.6169
ID930534670__GDM_g,train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,GDM_g,22.0598
ID936984905__Dry_Clover_g,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Clover_g,4.2636
ID936984905__Dry_Dead_g,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Dead_g,4.2636
ID936984905__Dry_Green_g,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Green_g,38.3727
ID936984905__Dry_Total_g,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,Dry_Total_g,46.9
ID936984905__GDM_g,train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,GDM_g,42.6364
ID94564238__Dry_Clover_g,train/ID94564238.jpg,2015/7/2,Vic,Ryegrass_Clover,0.71,2.0,Dry_Clover_g,3.9923
ID94564238__Dry_Dead_g,train/ID94564238.jpg,2015/7/2,Vic,Ryegrass_Clover,0.71,2.0,Dry_Dead_g,3.9923
ID94564238__Dry_Green_g,train/ID94564238.jpg,2015/7/2,Vic,Ryegrass_Clover,0.71,2.0,Dry_Green_g,9.3154
ID94564238__Dry_Total_g,train/ID94564238.jpg,2015/7/2,Vic,Ryegrass_Clover,0.71,2.0,Dry_Total_g,17.3
ID94564238__GDM_g,train/ID94564238.jpg,2015/7/2,Vic,Ryegrass_Clover,0.71,2.0,GDM_g,13.3077
ID950496197__Dry_Clover_g,train/ID950496197.jpg,2015/9/4,Tas,Clover,0.72,2.6667,Dry_Clover_g,17.743
ID950496197__Dry_Dead_g,train/ID950496197.jpg,2015/9/4,Tas,Clover,0.72,2.6667,Dry_Dead_g,3.2487
ID950496197__Dry_Green_g,train/ID950496197.jpg,2015/9/4,Tas,Clover,0.72,2.6667,Dry_Green_g,2.499
ID950496197__Dry_Total_g,train/ID950496197.jpg,2015/9/4,Tas,Clover,0.72,2.6667,Dry_Total_g,23.4907
ID950496197__GDM_g,train/ID950496197.jpg,2015/9/4,Tas,Clover,0.72,2.6667,GDM_g,20.242
ID95050718__Dry_Clover_g,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,Dry_Clover_g,2.3081
ID95050718__Dry_Dead_g,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,Dry_Dead_g,15.0024
ID95050718__Dry_Green_g,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,Dry_Green_g,21.3496
ID95050718__Dry_Total_g,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,Dry_Total_g,38.66
ID95050718__GDM_g,train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,GDM_g,23.6576
ID956512130__Dry_Clover_g,train/ID956512130.jpg,2015/11/9,Tas,Ryegrass_Clover,0.19,1.0,Dry_Clover_g,0.0
ID956512130__Dry_Dead_g,train/ID956512130.jpg,2015/11/9,Tas,Ryegrass_Clover,0.19,1.0,Dry_Dead_g,1.9
